model,context_target,context_length,nominal_budget,effective_budget,effective_tokens,iso_condition,quant_bits,quant_byte_cost,physical_byte_cost,arm,arm_label,protection,eviction,promotion,promotion_id,full_fraction,recency_window,sink,seed,accuracy,k,n_turns,n_full,n_quant,bytes,n_protected_lines,oracle_oversubscribed,dormancy_events,dormancy_max_run,quant_calls,quant_violations,quant_max_levels
Qwen/Qwen2.5-1.5B-Instruct,1029,1022,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,73,0.0,0,6,411,411,513.75,0,False,0,0,3976,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1042,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,74,0.0,0,6,411,411,513.75,0,False,0,0,5376,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1022,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,78,0.0,0,6,411,411,513.75,0,False,0,0,3920,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1031,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,79,0.0,0,6,411,411,513.75,0,False,0,0,4760,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1031,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,80,0.0,0,6,411,411,513.75,0,False,0,0,4424,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,81,0.0,0,6,411,411,513.75,0,False,0,0,3024,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,82,0.0,0,6,411,411,513.75,0,False,0,0,2688,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1028,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,83,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1021,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,84,0.0,0,6,411,411,513.75,0,False,0,0,4032,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1020,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,85,0.0,0,6,411,411,513.75,0,False,0,0,2408,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1021,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,86,0.0,0,6,411,411,513.75,0,False,0,0,4312,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1044,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,87,0.0,0,6,411,411,513.75,0,False,0,0,4424,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1025,514,822,823,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,88,0.0,0,6,411,411,513.75,0,False,0,0,6272,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,89,0.0,0,6,411,411,513.75,0,False,0,0,2632,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,90,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,4816,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1020,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,91,0.0,0,6,411,411,513.75,0,False,0,0,3976,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1028,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,92,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,3976,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1046,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,93,0.0,0,6,411,411,513.75,0,False,0,0,4592,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1033,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,94,0.0,0,6,411,411,513.75,0,False,0,0,4480,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1041,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,95,0.0,0,6,411,411,513.75,0,False,0,0,5152,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1036,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,96,0.0,0,6,411,411,513.75,0,False,0,0,4816,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1037,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,97,0.0,0,6,411,411,513.75,0,False,0,0,3864,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1040,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,98,0.0,0,6,411,411,513.75,0,False,0,0,3192,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1026,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,99,0.0,0,6,411,411,513.75,0,False,0,0,5376,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1039,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,100,0.0,0,6,411,411,513.75,0,False,0,0,4648,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1033,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,101,0.0,0,6,411,411,513.75,0,False,0,0,4368,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1042,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,102,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,4592,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1030,514,822,823,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,103,0.0,0,6,411,411,513.75,0,False,0,0,5040,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1044,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,104,0.0,0,6,411,411,513.75,0,False,0,0,2520,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1028,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,105,0.0,0,6,411,411,513.75,0,False,0,0,4816,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1038,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,106,0.0,0,6,411,411,513.75,0,False,0,0,3248,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1019,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,107,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,3976,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1030,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,108,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,4816,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1042,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,109,0.0,0,6,411,411,513.75,0,False,0,0,2632,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1043,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,110,0.0,0,6,411,411,513.75,0,False,0,0,4480,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1038,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,111,0.0,0,6,411,411,513.75,0,False,0,0,3920,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1030,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,112,0.3333333333333333,2,6,411,411,513.75,0,False,0,0,4648,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1026,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,113,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,4032,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1023,514,822,823,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,114,0.0,0,6,411,411,513.75,0,False,0,0,5320,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1029,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,115,0.0,0,6,411,411,513.75,0,False,0,0,5040,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1035,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,116,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,4704,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1038,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,117,0.0,0,6,411,411,513.75,0,False,0,0,3024,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1033,514,822,823,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,118,0.0,0,6,411,411,513.75,0,False,0,0,7000,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1038,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,119,0.0,0,6,411,411,513.75,0,False,0,0,2632,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1027,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,120,0.0,0,6,411,411,513.75,0,False,0,0,3640,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1031,514,822,823,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,121,0.0,0,6,411,411,513.75,0,False,0,0,4648,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1032,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,122,0.0,0,6,411,411,513.75,0,False,0,0,4592,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1022,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,123,0.0,0,6,411,411,513.75,0,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1029,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,124,0.0,0,6,411,411,513.75,0,False,0,0,3584,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1025,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,125,0.0,0,6,411,411,513.75,0,False,0,0,3192,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1022,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,126,0.0,0,6,411,411,513.75,0,False,0,0,5376,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1047,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,127,0.0,0,6,411,411,513.75,0,False,0,0,4760,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1027,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,128,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,3192,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1022,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,129,0.0,0,6,411,411,513.75,0,False,0,0,5040,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1028,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,130,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,3472,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1039,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,131,0.0,0,6,411,411,513.75,0,False,0,0,4480,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1042,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,132,0.0,0,6,411,411,513.75,0,False,0,0,4144,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,133,0.0,0,6,411,411,513.75,0,False,0,0,4816,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1037,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,134,0.3333333333333333,2,6,411,411,513.75,0,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1033,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,135,0.0,0,6,411,411,513.75,0,False,0,0,4536,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1039,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,136,0.0,0,6,411,411,513.75,0,False,0,0,5096,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,137,0.0,0,6,411,411,513.75,0,False,0,0,6328,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1024,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,138,0.0,0,6,411,411,513.75,0,False,0,0,5824,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1036,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,139,0.0,0,6,411,411,513.75,0,False,0,0,3920,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1036,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,140,0.0,0,6,411,411,513.75,0,False,0,0,4088,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1026,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,141,0.0,0,6,411,411,513.75,0,False,0,0,5376,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1033,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,142,0.16666666666666666,1,6,411,411,513.75,0,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,143,0.0,0,6,411,411,513.75,0,False,0,0,4760,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1032,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,144,0.0,0,6,411,411,513.75,0,False,0,0,3304,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1042,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,145,0.0,0,6,411,411,513.75,0,False,0,0,4536,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,146,0.0,0,6,411,411,513.75,0,False,0,0,4256,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1023,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,147,0.0,0,6,411,411,513.75,0,False,0,0,4312,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1026,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,148,0.0,0,6,411,411,513.75,0,False,0,0,3304,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1033,514,822,822,iso_memory,4,0.25,0.25,3,none/tiered,none,tiered,attention,P1,0.5,64,1,149,0.0,0,6,411,411,513.75,0,False,0,0,2240,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1029,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,0,0.3333333333333333,2,6,411,411,513.75,26,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1027,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,1,0.5,3,6,411,411,513.75,26,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1028,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,2,0.16666666666666666,1,6,411,411,513.75,26,False,0,0,4648,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1033,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,3,0.8333333333333334,5,6,411,411,513.75,26,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1029,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,4,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,5320,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1025,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,5,0.0,0,6,411,411,513.75,26,False,0,0,3752,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1023,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,6,0.0,0,6,411,411,513.75,26,False,0,0,4480,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1028,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,7,0.16666666666666666,1,6,411,411,513.75,26,False,0,0,5040,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1029,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,8,0.0,0,6,411,411,513.75,26,False,0,0,4424,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,9,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,5264,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1018,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,10,0.0,0,6,411,411,513.75,26,False,0,0,4200,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1029,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,11,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,5320,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1007,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,12,0.16666666666666666,1,6,411,411,513.75,26,False,0,0,4760,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1031,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,13,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,5096,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1032,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,14,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1008,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,15,0.0,0,6,411,411,513.75,26,False,0,0,3192,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1036,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,16,0.5,3,6,411,411,513.75,26,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1031,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,17,0.0,0,6,411,411,513.75,26,False,0,0,5376,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1031,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,18,0.0,0,6,411,411,513.75,26,False,0,0,4424,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1027,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,19,0.3333333333333333,2,6,411,411,513.75,26,False,0,0,4872,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1035,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,20,0.0,0,6,411,411,513.75,26,False,0,0,3248,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1027,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,21,0.5,3,6,411,411,513.75,26,False,0,0,4928,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1037,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,22,0.5,3,6,411,411,513.75,26,False,0,0,5040,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1036,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,23,0.0,0,6,411,411,513.75,26,False,0,0,4816,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1038,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,24,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,4928,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1029,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,25,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,4816,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1027,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,26,0.3333333333333333,2,6,411,411,513.75,26,False,0,0,5040,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,27,0.3333333333333333,2,6,411,411,513.75,26,False,0,0,5264,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,28,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,4984,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,29,0.6666666666666666,4,6,411,411,513.75,26,False,0,0,5040,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1030,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,30,1.0,6,6,411,411,513.75,26,False,0,0,5152,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1024,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,31,0.0,0,6,411,411,513.75,26,False,0,0,3976,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1034,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,32,0.3333333333333333,2,6,411,411,513.75,26,False,0,0,5208,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1030,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,33,0.0,0,6,411,411,513.75,26,False,0,0,3472,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1018,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,34,0.0,0,6,411,411,513.75,26,False,0,0,4088,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1027,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,35,0.0,0,6,411,411,513.75,26,False,0,0,4480,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1028,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,36,0.16666666666666666,1,6,411,411,513.75,26,False,0,0,3920,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1032,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,37,0.16666666666666666,1,6,411,411,513.75,26,False,0,0,4368,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1037,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,38,0.16666666666666666,1,6,411,411,513.75,26,False,0,0,5096,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1042,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,39,0.0,0,6,411,411,513.75,26,False,0,0,2464,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1024,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,40,0.0,0,6,411,411,513.75,26,False,0,0,4088,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1038,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,41,0.0,0,6,411,411,513.75,26,False,0,0,4816,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1033,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,42,0.5,3,6,411,411,513.75,26,False,0,0,7000,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1028,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,43,0.0,0,6,411,411,513.75,26,False,0,0,3304,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1038,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,44,0.3333333333333333,2,6,411,411,513.75,26,False,0,0,5320,0,16
Qwen/Qwen2.5-1.5B-Instruct,1029,1024,514,822,822,iso_memory,4,0.25,0.25,4,structural/tiered,structural,tiered,attention,P1,0.5,64,1,45,0.0,0,6,411,411,513.75,26,False,0,0,3976,0,16
